-56.13 118.08 -129.10 400
0.18 26.17 -129.10 400
-55.01 123.02 -129.10 400
0.05 27.64 -129.10 400
-49.68 154.25 -129.10 400
0.04 28.76 -129.10 400
-48.46 135.11 -129.10 400
0.04 29.68 -129.10 400
-45.51 116.26 -129.10 400
0.06 27.99 -129.10 400
-49.53 112.14 -129.10 400
0.12 25.53 -129.10 400
-40.39 115.24 -129.10 400
0.08 25.80 -129.10 400
-41.91 108.20 -129.10 400
0.07 25.45 -129.10 400
-45.84 93.70 -129.10 400
0.00 22.27 -129.10 400
-45.55 99.65 -129.10 400
0.00 24.34 -129.10 400
-45.59 90.82 -129.10 400
0.00 22.44 -129.10 400
-43.35 90.36 -129.10 400
0.00 22.93 -129.10 400
-44.60 91.96 -129.10 400
0.00 20.41 -129.10 400
-66.20 86.92 -129.10 400
0.00 20.82 -129.10 400
-46.26 99.40 -129.10 400
0.00 25.51 -129.10 400
-57.14 98.60 -129.10 400
0.00 26.90 -129.10 400
-74.65 95.23 -129.10 400
0.00 31.52 -129.10 400
-60.99 89.39 -129.10 400
0.00 31.40 -129.10 400
-52.16 87.68 -129.10 400
0.00 25.89 -129.10 400
-50.03 97.99 -129.10 400
0.00 28.38 -129.10 400
-47.84 96.53 -129.10 400
0.00 29.27 -129.10 400
-47.47 103.24 -129.10 400
0.00 24.79 -129.10 400
-60.44 97.89 -129.10 400
0.00 21.32 -129.10 400
-60.98 85.03 -129.10 400
0.00 22.07 -129.10 400
-51.08 86.59 -129.10 400
0.00 22.68 -129.10 400
-61.15 92.99 -129.10 400
0.00 21.36 -129.10 400
-65.70 98.29 -129.10 400
0.00 20.94 -129.10 400
-82.04 109.90 -129.10 400
0.00 22.02 -129.10 400
-62.08 101.89 -129.10 400
0.00 20.87 -129.10 400
-68.01 99.18 -129.10 400
0.00 20.30 -129.10 400
-51.30 82.57 -129.10 400
0.00 20.59 -129.10 400
-56.35 89.21 -129.10 400
0.00 22.41 -129.10 400
-59.17 99.93 -129.10 400
0.00 21.59 -129.10 400
-60.12 90.82 -129.10 400
0.00 20.56 -129.10 400
-66.46 92.08 -129.10 400
0.00 24.23 -129.10 400
-53.29 91.79 -129.10 400
0.00 20.02 -129.10 400
-57.59 79.38 -129.10 400
0.00 23.35 -129.10 400
-56.12 77.99 -129.10 400
0.00 23.83 -129.10 400
-55.23 116.31 -129.10 400
0.00 19.04 -129.10 400
-55.69 101.63 -129.10 400
0.00 19.47 -129.10 400
-55.44 124.35 -129.10 400
0.00 19.37 -129.10 400
-60.53 126.37 -129.10 400
0.00 18.61 -129.10 400
-56.01 129.82 -129.10 400
0.00 19.95 -129.10 400
-55.33 123.82 -129.10 400
0.00 18.08 -129.10 400
-74.49 99.70 -129.10 400
0.00 21.48 -129.10 400
-62.63 125.50 -129.10 400
0.00 21.61 -129.10 400
-65.03 137.71 -129.10 400
0.00 23.22 -129.10 400
-72.27 109.83 -129.10 400
0.00 21.47 -129.10 400
-64.92 119.40 -129.10 400
0.00 22.80 -129.10 400
-63.29 116.48 -129.10 400
0.00 19.20 -129.10 400
-58.73 130.85 -129.10 400
0.00 21.63 -129.10 400
-60.13 120.05 -129.10 400
0.00 21.05 -129.10 400
-63.57 115.70 -129.10 400
0.00 20.29 -129.10 400
-54.54 118.39 -129.10 400
0.00 20.87 -129.10 400
-54.85 127.33 -129.10 400
0.00 20.46 -129.10 400
-52.52 133.22 -129.10 400
