0.00 20.73 -129.10 400
-78.24 123.15 -129.10 400
0.00 23.07 -129.10 400
-81.64 116.03 -129.10 400
0.00 19.42 -129.10 400
-79.65 109.23 -129.10 400
0.00 19.97 -129.10 400
-84.62 104.72 -129.10 400
0.00 19.33 -129.10 400
-50.79 100.67 -129.10 400
0.00 20.62 -129.10 400
-54.40 101.19 -129.10 400
0.00 20.65 -129.10 400
-72.31 119.36 -129.10 400
0.00 19.00 -129.10 400
-64.02 132.01 -129.10 400
0.00 18.59 -129.10 400
-65.76 129.10 -129.10 400
0.00 18.01 -129.10 400
-63.68 120.21 -129.10 400
0.00 18.20 -129.10 400
-70.34 119.62 -129.10 400
0.00 19.09 -129.10 400
-76.66 111.54 -129.10 400
0.00 20.97 -129.10 400
-59.47 110.95 -129.10 400
0.00 21.61 -129.10 400
-51.85 108.40 -129.10 400
0.00 23.30 -129.10 400
-58.68 112.41 -129.10 400
0.00 19.38 -129.10 400
-48.59 114.42 -129.10 400
0.00 20.80 -129.10 400
-80.31 103.27 -129.10 400
0.00 20.76 -129.10 400
-84.69 122.12 -129.10 400
0.00 21.87 -129.10 400
-66.68 114.15 -129.10 400
0.00 20.53 -129.10 400
-68.20 100.63 -129.10 400
0.00 20.68 -129.10 400
-97.27 115.96 -129.10 400
0.00 19.70 -129.10 400
-129.10 118.75 -129.10 400
0.00 22.12 -129.10 400
-79.38 136.17 -129.10 400
0.00 20.93 -129.10 400
-59.92 125.64 -129.10 400
0.00 18.32 -129.10 400
-57.93 124.97 -129.10 400
0.00 19.84 -129.10 400
-57.58 110.29 -129.10 400
0.00 17.93 -129.10 400
-65.70 91.42 -129.10 400
0.00 21.14 -129.10 400
-65.81 95.00 -129.10 400
0.00 20.81 -129.10 400
-65.03 121.32 -129.10 400
0.00 20.29 -129.10 400
-66.56 127.30 -129.10 400
0.00 20.06 -129.10 400
-65.41 117.18 -129.10 400
0.00 20.82 -129.10 400
-61.72 120.18 -129.10 400
0.00 16.66 -129.10 400
-65.81 103.23 -129.10 400
0.00 16.68 -129.10 400
-68.49 111.67 -129.10 400
0.00 20.99 -129.10 400
-87.32 87.47 -129.10 400
0.00 17.18 -129.10 400
-96.30 81.67 -129.10 400
0.00 21.06 -129.10 400
-65.25 78.34 -129.10 400
0.00 19.97 -129.10 400
-64.58 85.54 -129.10 400
0.00 19.73 -129.10 400
-67.11 101.30 -129.10 400
0.00 20.56 -129.10 400
-81.08 92.85 -129.10 400
0.00 16.32 -129.10 400
-87.29 74.71 -129.10 400
0.00 23.76 -129.10 400
-98.81 60.27 -129.10 400
0.00 23.73 -129.10 400
0.00 0.00 -129.10 400
0.00 0.00 -129.10 400
0.00 0.00 -129.10 400
0.00 0.00 -129.10 400
52 94 -129.10 400
52 400 -129.10 400

