-56.13 118.08 -129.10 400
0.09 29.30 -129.10 400
-55.01 123.02 -129.10 400
0.04 27.64 -129.10 400
-57.98 154.25 -129.10 400
0.04 30.97 -129.10 400
-50.22 135.11 -129.10 400
0.04 30.82 -129.10 400
-51.13 118.41 -129.10 400
0.06 27.99 -129.10 400
-50.05 119.28 -129.10 400
0.06 25.53 -129.10 400
-47.07 117.28 -129.10 400
0.08 27.51 -129.10 400
-52.91 110.13 -129.10 400
0.06 25.45 -129.10 400
-57.47 124.30 -129.10 400
0.00 26.46 -129.10 400
-52.42 107.27 -129.10 400
0.00 25.93 -129.10 400
-49.15 110.36 -129.10 400
0.00 26.37 -129.10 400
-47.15 116.98 -129.10 400
0.00 28.08 -129.10 400
-60.61 101.99 -129.10 400
0.00 24.61 -129.10 400
-68.30 109.03 -129.10 400
0.00 26.07 -129.10 400
-54.46 106.55 -129.10 400
0.00 25.51 -129.10 400
-67.79 100.47 -129.10 400
0.00 26.90 -129.10 400
-82.38 95.23 -129.10 400
0.00 31.52 -129.10 400
-92.83 101.03 -129.10 400
0.00 31.40 -129.10 400
-72.01 87.67 -129.10 400
0.00 25.89 -129.10 400
-74.08 97.99 -129.10 400
0.00 28.38 -129.10 400
-74.82 96.53 -129.10 400
0.00 29.27 -129.10 400
-66.07 103.24 -129.10 400
0.00 24.79 -129.10 400
-79.81 107.31 -129.10 400
0.00 21.59 -129.10 400
-60.98 105.75 -129.10 400
0.00 22.07 -129.10 400
-61.21 119.33 -129.10 400
0.00 25.76 -129.10 400
-85.47 120.65 -129.10 400
0.00 24.01 -129.10 400
-84.68 111.57 -129.10 400
0.00 22.94 -129.10 400
-82.04 114.69 -129.10 400
0.00 22.02 -129.10 400
-68.46 101.89 -129.10 400
0.00 20.87 -129.10 400
-68.01 99.18 -129.10 400
0.00 20.30 -129.10 400
-66.31 92.58 -129.10 400
0.00 20.59 -129.10 400
-68.05 89.57 -129.10 400
0.00 22.41 -129.10 400
-92.42 99.93 -129.10 400
0.00 21.59 -129.10 400
-73.04 91.23 -129.10 400
0.00 20.56 -129.10 400
-75.34 105.39 -129.10 400
0.00 24.23 -129.10 400
-54.24 115.04 -129.10 400
0.00 20.02 -129.10 400
-57.59 86.43 -129.10 400
0.00 23.35 -129.10 400
-58.56 94.73 -129.10 400
0.00 23.83 -129.10 400
-81.21 116.31 -129.10 400
0.00 21.38 -129.10 400
-73.68 101.63 -129.10 400
0.00 20.98 -129.10 400
-70.09 124.35 -129.10 400
0.00 19.37 -129.10 400
-77.36 126.37 -129.10 400
0.00 18.61 -129.10 400
-77.94 129.82 -129.10 400
0.00 19.95 -129.10 400
-80.52 123.82 -129.10 400
0.00 20.14 -129.10 400
-77.73 108.85 -129.10 400
0.00 22.42 -129.10 400
