-79.88 125.50 -129.10 400
0.00 21.61 -129.10 400
-76.82 137.71 -129.10 400
0.00 23.22 -129.10 400
-79.38 109.83 -129.10 400
0.00 21.47 -129.10 400
-94.32 119.40 -129.10 400
0.00 22.80 -129.10 400
-82.50 116.48 -129.10 400
0.00 19.20 -129.10 400
-86.48 137.22 -129.10 400
0.00 21.63 -129.10 400
-80.42 126.69 -129.10 400
0.00 21.81 -129.10 400
-86.06 115.70 -129.10 400
0.00 20.79 -129.10 400
-63.67 118.39 -129.10 400
0.00 20.87 -129.10 400
-78.77 127.33 -129.10 400
0.00 20.46 -129.10 400
-58.29 133.22 -129.10 400
0.00 23.18 -129.10 400
-78.24 123.15 -129.10 400
0.00 23.41 -129.10 400
-81.64 116.03 -129.10 400
0.00 22.19 -129.10 400
-79.65 118.81 -129.10 400
0.00 22.57 -129.10 400
-84.62 104.72 -129.10 400
0.00 21.58 -129.10 400
-61.99 107.19 -129.10 400
0.00 23.18 -129.10 400
-63.72 101.19 -129.10 400
0.00 20.65 -129.10 400
-107.21 119.36 -129.10 400
0.00 20.68 -129.10 400
-96.32 132.01 -129.10 400
0.00 19.01 -129.10 400
-103.54 129.10 -129.10 400
0.00 20.01 -129.10 400
-77.03 120.21 -129.10 400
0.00 20.32 -129.10 400
-78.95 119.62 -129.10 400
0.00 19.09 -129.10 400
-88.30 111.54 -129.10 400
0.00 20.97 -129.10 400
-70.28 110.95 -129.10 400
0.00 21.61 -129.10 400
-78.72 112.49 -129.10 400
0.00 23.30 -129.10 400
-87.18 122.56 -129.10 400
0.00 20.76 -129.10 400
-69.90 129.05 -129.10 400
0.00 21.75 -129.10 400
-80.31 105.01 -129.10 400
0.00 20.76 -129.10 400
-84.69 122.12 -129.10 400
0.00 21.87 -129.10 400
-79.94 114.14 -129.10 400
0.00 20.53 -129.10 400
-79.64 118.02 -129.10 400
0.00 20.68 -129.10 400
-97.27 129.51 -129.10 400
0.00 21.66 -129.10 400
-129.10 118.75 -129.10 400
0.00 24.03 -129.10 400
-79.38 136.17 -129.10 400
0.00 20.93 -129.10 400
-69.75 125.64 -129.10 400
0.00 19.96 -129.10 400
-78.68 124.97 -129.10 400
0.00 19.84 -129.10 400
-77.54 110.29 -129.10 400
0.00 17.93 -129.10 400
-75.32 91.42 -129.10 400
0.00 21.14 -129.10 400
-65.81 105.41 -129.10 400
0.00 20.81 -129.10 400
-73.10 121.32 -129.10 400
0.00 20.29 -129.10 400
-67.26 127.30 -129.10 400
0.00 20.06 -129.10 400
-66.45 117.18 -129.10 400
0.00 20.82 -129.10 400
-89.41 120.18 -129.10 400
0.00 16.66 -129.10 400
-68.92 123.53 -129.10 400
0.00 18.99 -129.10 400
-68.49 124.60 -129.10 400
0.00 20.99 -129.10 400
-87.32 138.34 -129.10 400
0.00 22.48 -129.10 400
-96.30 123.32 -129.10 400
0.00 21.06 -129.10 400
-76.60 80.10 -129.10 400
0.00 21.63 -129.10 400
-76.98 85.54 -129.10 400
0.00 19.75 -129.10 400
-71.46 101.30 -129.10 400
0.00 25.48 -129.10 400
-82.89 92.85 -129.10 400
0.00 27.31 -129.10 400
-87.29 86.60 -129.10 400
0.00 28.01 -129.10 400
-98.81 60.27 -129.10 400
0.00 23.73 -129.10 400
0.00 0.00 -129.10 400
0.00 0.00 -129.10 400
0.00 0.00 -129.10 400
0.00 0.00 -129.10 400
52 94 -129.10 400
52 400 -129.10 400

